video_name,true_label,path_to_video,path_to_img,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,sub_class
009348946266095a.mp4,bridge_up,../prepair_dataset/train/bridge_up/009348946266095a.mp4,../images_for_emb/bridge_up/009348946266095a.jpg,-5.273453,3.3990633,4.5483494,-4.6266966,-3.0159597,3.253779,-1.5389762,-0.91021955,-0.57729447,1.613175,0.85063595,-0.08029431,-0.30957752,-0.10156245,-0.97252095,-0.4089917,-0.11711311,-0.15040387,-0.259117,-0.50091636,0.06265514,-0.044373155,0.36009115,-0.3692248,-0.5629481,0
0deae38596fcef18.mp4,bridge_up,../prepair_dataset/train/bridge_up/0deae38596fcef18.mp4,../images_for_emb/bridge_up/0deae38596fcef18.jpg,-3.0240583,-2.4074721,-2.5327606,1.9187155,-0.05647339,1.2212168,-0.046899963,-1.0420723,-0.9029739,-0.008220624,-0.5510366,0.013443774,-0.26405147,-0.18786144,-0.110792086,-1.1863129,1.2147492,1.1079648,-0.17781264,-1.2824564,2.506735,-1.2629789,0.8158596,0.4139303,1.1292394,4
14660a902804c492.mp4,bridge_up,../prepair_dataset/train/bridge_up/14660a902804c492.mp4,../images_for_emb/bridge_up/14660a902804c492.jpg,-1.1106695,-1.602534,-0.63981754,2.389882,-3.4743993,-0.89319086,2.4773395,0.053070713,1.5545653,2.070695,-2.153677,-1.7996489,0.8458549,-0.54629856,-0.71009004,1.0047561,1.4335325,0.5352954,0.5627184,-0.12939999,-0.46298954,-1.0437958,-0.17219584,1.1930951,-0.32537967,5
1c13d07b6156a7bc.mp4,bridge_up,../prepair_dataset/train/bridge_up/1c13d07b6156a7bc.mp4,../images_for_emb/bridge_up/1c13d07b6156a7bc.jpg,-3.2084992,-2.5662897,-2.566173,2.461575,0.021098264,1.2905778,0.1044022,-1.1316829,-1.1301308,-0.20146516,-0.7333143,-0.13293913,-0.19911197,-0.18125315,-0.1172839,-0.9157486,1.1463045,1.0036747,-0.21451627,-1.4966296,2.1601844,-1.3089947,0.80540687,0.31478053,1.0596398,4
255c69baaf885747.mp4,bridge_up,../prepair_dataset/train/bridge_up/255c69baaf885747.mp4,../images_for_emb/bridge_up/255c69baaf885747.jpg,-5.963561,4.7205625,-4.2260404,-3.8215127,2.0457385,-3.1469522,-1.1713679,0.5011135,1.9055308,1.1537911,0.6061212,0.4328122,-0.44894218,1.1545591,0.5994726,-0.34683037,0.5295467,-0.064807855,-0.57122666,0.07430614,0.5969679,-0.2991903,-0.26472488,0.038839344,-0.06899581,6
2e85823284fb273d.mp4,bridge_up,../prepair_dataset/train/bridge_up/2e85823284fb273d.mp4,../images_for_emb/bridge_up/2e85823284fb273d.jpg,-5.128524,3.82656,4.768642,-4.579113,-3.075611,3.1382604,-1.5388259,-0.4407069,-0.5059089,1.80713,0.36170328,-0.34335145,-0.19819896,0.33255938,-1.0054321,-0.58731645,-0.20107172,-0.045603752,-0.21450807,-0.9982642,-0.068132065,-0.15688299,0.11146112,-0.32288358,-0.047702543,0
31407f1d72d5d857.mp4,bridge_up,../prepair_dataset/train/bridge_up/31407f1d72d5d857.mp4,../images_for_emb/bridge_up/31407f1d72d5d857.jpg,3.415707,-6.0537395,1.3860513,-2.506052,-2.36208,-1.7711366,1.3300467,2.2066407,-1.8408399,1.2780591,1.9522332,-1.0826389,-0.33058408,1.46792,0.81323516,-1.1527771,-0.7018155,-1.5024596,1.2130322,-0.089886814,-0.77401716,-0.26978534,-0.62846076,-0.31536144,1.0424643,7
44eab345ff8956e6.mp4,bridge_up,../prepair_dataset/train/bridge_up/44eab345ff8956e6.mp4,../images_for_emb/bridge_up/44eab345ff8956e6.jpg,7.3515983,7.0709434,-1.8978791,3.0235426,0.19905724,1.3944405,-3.9755507,5.8143697,-0.639998,0.79484874,1.6090733,0.12265707,1.5054892,0.2849653,-1.1273352,1.5223529,0.99204636,-0.9833048,-0.85277975,0.5551508,0.2899711,0.4844875,0.46449277,1.1098851,-1.2276068,3
4d9db56a957eb9b6.mp4,bridge_up,../prepair_dataset/train/bridge_up/4d9db56a957eb9b6.mp4,../images_for_emb/bridge_up/4d9db56a957eb9b6.jpg,4.9922113,-7.480506,0.7624379,-2.627317,-1.5573932,-3.109098,0.48227826,1.3095442,-1.8890002,0.0995382,1.5598514,-0.40465167,-0.15596609,0.10905235,0.15661286,-0.6030298,0.20861933,0.1682728,0.13883075,0.008918269,0.29608062,-0.29882187,-0.08327793,-0.17934708,-0.22784013,2
4ed2c51ffc172a03.mp4,bridge_up,../prepair_dataset/train/bridge_up/4ed2c51ffc172a03.mp4,../images_for_emb/bridge_up/4ed2c51ffc172a03.jpg,-6.391059,3.2284095,1.642806,-3.6236758,-0.5864012,-0.72531706,0.6819527,1.90607,-1.904854,-2.4810653,-1.6940827,0.27259722,-0.11428457,-1.2318553,0.7836637,1.186765,-1.4753795,0.4623957,-0.47275347,1.4069986,0.009147986,-0.28241226,-1.6366978,1.0722992,0.84767395,6
574bec3811e1965a.mp4,bridge_up,../prepair_dataset/train/bridge_up/574bec3811e1965a.mp4,../images_for_emb/bridge_up/574bec3811e1965a.jpg,-5.5516515,4.3731174,-1.6107274,-3.0531197,2.9243035,-2.7995656,0.41263744,0.4320388,-0.4911849,-1.2646064,0.73867303,-1.071603,1.6228472,-1.750376,-1.4050962,0.7356559,-1.0995531,1.856322,1.5963405,-1.1211317,-1.4165537,0.16481128,1.3575902,0.12137887,0.054350223,6
