video_name,true_label,path_to_video,path_to_img,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,sub_class
01531ae3db6e8494.mp4,bridge_down,../prepair_dataset/train/bridge_down/01531ae3db6e8494.mp4,../images_for_emb/bridge_down/01531ae3db6e8494.jpg,-0.5088852,-1.6868179,3.9081886,3.3813932,-1.3104594,0.8031835,-1.4359349,2.094774,1.1916546,-2.3344455,0.45158353,-1.3554671,-1.2138611,1.6036466,-1.4122146,1.8216096,-0.7198453,0.27632722,1.1380079,1.1955876,-0.8850277,-0.04916699,1.4547949,0.035279747,0.12637606,0
06d725e724a8928a.mp4,bridge_down,../prepair_dataset/train/bridge_down/06d725e724a8928a.mp4,../images_for_emb/bridge_down/06d725e724a8928a.jpg,-6.212791,-2.9460828,-2.7411447,-3.9823313,0.58804536,-0.09356984,-0.80783665,0.5538223,-0.31766176,-0.05307587,0.19881666,-0.12149934,1.3365641,-0.32073146,0.33319762,-0.9743665,0.51060414,-0.5614228,-2.5044954,1.3146304,0.015162571,-0.6648169,0.105705015,-0.26912403,-0.2611251,4
0709b441fe34963b.mp4,bridge_down,../prepair_dataset/train/bridge_down/0709b441fe34963b.mp4,../images_for_emb/bridge_down/0709b441fe34963b.jpg,0.7049844,6.077452,-0.20349845,-1.7800537,0.7589154,-0.87919116,-1.0924029,0.48517513,-4.3443284,1.1806632,1.9782058,0.9528983,-2.4597723,-2.6535294,-1.4978604,-1.0556302,0.015743762,2.9557738,-0.23461777,1.3011893,-0.42377907,-0.1833401,1.1421947,1.50207,-0.14001022,5
07a267d061839a0c.mp4,bridge_down,../prepair_dataset/train/bridge_down/07a267d061839a0c.mp4,../images_for_emb/bridge_down/07a267d061839a0c.jpg,-0.99003524,0.40295142,4.1758876,1.0876564,-0.86841446,0.20798947,4.189114,0.42690945,-1.2927927,-0.13490948,-0.82128865,1.7639153,-1.3332235,1.6862081,2.7444098,-0.92408794,-2.1332839,0.13662533,-0.3333432,-0.21603613,0.04661248,0.19880073,0.6656595,-0.40421733,0.044092994,6
07ccf1dcc457a22a.mp4,bridge_down,../prepair_dataset/train/bridge_down/07ccf1dcc457a22a.mp4,../images_for_emb/bridge_down/07ccf1dcc457a22a.jpg,-5.4893217,-1.9356005,-1.0046723,-2.3265436,0.70874023,1.8931774,-0.073896796,-0.77993536,1.8459271,1.6991652,2.8901563,0.9210083,-1.8002161,0.39953104,-0.5861372,0.3810609,-0.28877747,-1.5095973,1.1117705,0.73757595,0.47352645,0.42829046,-0.33593768,-0.349044,-1.0329037,7
0894945545d363c8.mp4,bridge_down,../prepair_dataset/train/bridge_down/0894945545d363c8.mp4,../images_for_emb/bridge_down/0894945545d363c8.jpg,4.957473,0.3453085,0.28286257,-2.4518945,-0.5755975,4.9900656,-1.6158302,1.1794231,0.50242174,-0.017502047,0.21200044,2.2464888,2.3200927,-0.7664302,0.7098961,-0.15399817,-0.7643125,0.006331904,-1.2953626,-0.991949,-0.28132686,2.0574038,-0.010406432,-0.8379647,1.2020073,9
08e4c533f1d56db9.mp4,bridge_down,../prepair_dataset/train/bridge_down/08e4c533f1d56db9.mp4,../images_for_emb/bridge_down/08e4c533f1d56db9.jpg,-4.8524637,-0.62475985,-0.7295412,-2.1774988,2.810008,-0.95422584,-0.009803456,-1.9495089,1.0480431,2.120092,2.648658,0.95040137,-1.1587691,0.079782985,0.33956656,-0.78594697,-1.042774,0.301568,2.7501862,-1.3646382,-1.3559538,0.28080344,-0.36773732,-0.7529967,-0.36074108,7
099cf6cd342bf8c5.mp4,bridge_down,../prepair_dataset/train/bridge_down/099cf6cd342bf8c5.mp4,../images_for_emb/bridge_down/099cf6cd342bf8c5.jpg,6.1408734,1.2735376,-4.8307033,-0.260049,-3.38249,-0.3315508,2.2751336,-1.3444432,-0.5979156,2.9049819,1.2651054,-1.2844507,1.7250551,2.9784646,-0.842418,1.869263,1.1952803,0.29974306,-0.008357738,0.87334466,0.32585448,1.5365357,-0.50994974,-0.5243986,0.4467342,10
0a004c8a0023a284.mp4,bridge_down,../prepair_dataset/train/bridge_down/0a004c8a0023a284.mp4,../images_for_emb/bridge_down/0a004c8a0023a284.jpg,-5.6993303,-0.3211644,-0.9589445,-0.75795484,1.7845222,-0.36458105,-0.7592549,-0.76688164,0.7848498,3.2904496,2.9780028,2.2535906,-0.85620373,0.7520254,-0.70136213,-1.4775436,-0.8032923,-0.106966734,-0.41728643,0.0897905,-1.5402529,-0.6604686,0.47132728,0.3825969,0.5864987,7
0b524a593c4b012d.mp4,bridge_down,../prepair_dataset/train/bridge_down/0b524a593c4b012d.mp4,../images_for_emb/bridge_down/0b524a593c4b012d.jpg,2.401906,0.95896,1.7125648,-3.3811147,0.7494923,3.9345806,-2.5736148,0.20680235,0.63994586,-0.64424026,0.2473443,-1.0051734,0.23371546,-0.054153234,2.3854244,-0.85511804,-0.30482048,-0.5556873,-1.6735641,-1.0205429,-0.44460866,0.71265954,-0.8113271,-1.5256315,-0.26041946,14
